KOs	KO_count	KO_frequency
K00901	0	0.0000000000
K00902	0	0.0000000000
K00903	7	0.0167464115
K00904	0	0.0000000000
K00905	0	0.0000000000
K00906	0	0.0000000000
K00907	0	0.0000000000
K00908	0	0.0000000000
K00909	0	0.0000000000
K00910	0	0.0000000000
K00911	0	0.0000000000
K00912	416	0.9952153110
K00913	0	0.0000000000
K00914	0	0.0000000000
K00915	0	0.0000000000
K00916	0	0.0000000000
K00917	0	0.0000000000
K00918	0	0.0000000000
K00919	416	0.9952153110
K00920	0	0.0000000000
K00921	0	0.0000000000
K00922	0	0.0000000000
K00923	0	0.0000000000
K00924	2	0.0047846890
K00925	395	0.9449760766
K00926	1	0.0023923445
K00927	416	0.9952153110
K00928	416	0.9952153110
K00929	0	0.0000000000
K00930	241	0.5765550239
K00931	224	0.5358851675
K00932	0	0.0000000000
K00933	0	0.0000000000
K00934	3	0.0071770335
K00936	25	0.0598086124
K00937	381	0.9114832536
K00938	0	0.0000000000
K00939	79	0.1889952153
K00940	415	0.9928229665
K00941	335	0.8014354067
K00942	412	0.9856459330
K00943	413	0.9880382775
K00944	2	0.0047846890
K00945	6	0.0143540670
K00946	363	0.8684210526
K00947	0	0.0000000000
K00948	416	0.9952153110
K00949	67	0.1602870813
K00950	396	0.9473684211
K00951	0	0.0000000000
K00952	1	0.0023923445
K00953	0	0.0000000000
K00954	416	0.9952153110
K00955	4	0.0095693780
K00956	75	0.1794258373
K00957	80	0.1913875598
K00958	302	0.7224880383
K00960	0	0.0000000000
K00962	416	0.9952153110
K00963	71	0.1698564593
K00965	12	0.0287081340
K00966	51	0.1220095694
K00967	0	0.0000000000
K00968	0	0.0000000000
K00969	409	0.9784688995
K00970	7	0.0167464115
K00971	2	0.0047846890
K00972	0	0.0000000000
K00973	156	0.3732057416
K00974	413	0.9880382775
K00975	1	0.0023923445
K00976	0	0.0000000000
K00977	0	0.0000000000
K00978	81	0.1937799043
K00979	415	0.9928229665
K00980	61	0.1459330144
K00981	416	0.9952153110
K00982	3	0.0071770335
K00983	81	0.1937799043
K00984	3	0.0071770335
K00985	0	0.0000000000
K00986	43	0.1028708134
K00987	0	0.0000000000
K00988	0	0.0000000000
K00989	0	0.0000000000
K00990	251	0.6004784689
K00991	3	0.0071770335
K00992	6	0.0143540670
K00993	0	0.0000000000
K00994	0	0.0000000000
K00995	0	0.0000000000
K00996	13	0.0311004785
K00997	407	0.9736842105
K00998	0	0.0000000000
K00999	0	0.0000000000
K01000	416	0.9952153110
K01001	0	0.0000000000
K01002	169	0.4043062201
K01003	0	0.0000000000
K01004	0	0.0000000000
K01005	0	0.0000000000
K01006	1	0.0023923445
K01007	145	0.3468899522
K01008	318	0.7607655502
K01009	140	0.3349282297
K01011	64	0.1531100478
K01012	413	0.9880382775
K01013	43	0.1028708134
K01014	0	0.0000000000
K01015	0	0.0000000000
K01016	1	0.0023923445
K01017	2	0.0047846890
K01019	0	0.0000000000
K01020	0	0.0000000000
K01021	2	0.0047846890
K01022	2	0.0047846890
K01023	159	0.3803827751
K01024	3	0.0071770335
K01025	0	0.0000000000
K01026	3	0.0071770335
K01027	39	0.0933014354
K01028	78	0.1866028708
K01029	45	0.1076555024
K01031	0	0.0000000000
K01032	0	0.0000000000
K01034	8	0.0191387560
K01035	3	0.0071770335
K01039	3	0.0071770335
K01040	3	0.0071770335
K01041	0	0.0000000000
K01042	356	0.8516746411
K01043	0	0.0000000000
K01044	0	0.0000000000
K01045	0	0.0000000000
K01046	58	0.1387559809
K01047	0	0.0000000000
K01048	4	0.0095693780
K01049	0	0.0000000000
K01050	0	0.0000000000
K01051	0	0.0000000000
K01052	0	0.0000000000
K01053	16	0.0382775120
K01054	74	0.1770334928
K01055	11	0.0263157895
K01056	416	0.9952153110
K01057	74	0.1770334928
K01058	354	0.8468899522
K01059	0	0.0000000000
K01060	0	0.0000000000
K01061	6	0.0143540670
K01062	0	0.0000000000
K01063	0	0.0000000000
K01064	0	0.0000000000
K01065	0	0.0000000000
K01066	4	0.0095693780
K01067	0	0.0000000000
K01068	0	0.0000000000
K01069	416	0.9952153110
K01070	0	0.0000000000
K01071	0	0.0000000000
K01073	103	0.2464114833
K01074	0	0.0000000000
K01075	1	0.0023923445
K01076	3	0.0071770335
K01077	8	0.0191387560
K01078	0	0.0000000000
K01079	395	0.9449760766
K01080	0	0.0000000000
K01081	2	0.0047846890
K01082	285	0.6818181818
K01083	0	0.0000000000
K01084	0	0.0000000000
K01085	0	0.0000000000
K01086	0	0.0000000000
K01087	0	0.0000000000
K01089	105	0.2511961722
K01090	1	0.0023923445
K01091	383	0.9162679426
K01092	137	0.3277511962
K01093	0	0.0000000000
K01094	0	0.0000000000
K01095	399	0.9545454545
K01096	4	0.0095693780
K01097	0	0.0000000000
K01098	0	0.0000000000
K01099	0	0.0000000000
K01100	213	0.5095693780
K01101	1	0.0023923445
K01102	0	0.0000000000
K01103	0	0.0000000000
K01104	0	0.0000000000
K01106	0	0.0000000000
K01107	0	0.0000000000
K01108	0	0.0000000000
K01109	0	0.0000000000
K01110	1	0.0023923445
K01111	1	0.0023923445
K01112	0	0.0000000000
K01113	0	0.0000000000
K01114	1	0.0023923445
K01115	0	0.0000000000
K01116	0	0.0000000000
K01117	0	0.0000000000
K01118	8	0.0191387560
K01119	40	0.0956937799
K01120	0	0.0000000000
K01121	4	0.0095693780
K01122	0	0.0000000000
K01123	0	0.0000000000
K01124	0	0.0000000000
K01125	0	0.0000000000
K01126	34	0.0813397129
K01127	0	0.0000000000
K01128	0	0.0000000000
K01129	56	0.1339712919
K01130	4	0.0095693780
K01131	0	0.0000000000
