KOs	KO_count	KO_frequency
K00812	4465	0.5232626274
K00813	583	0.0683229814
K00814	0	0.0000000000
K00815	1	0.0001171921
K00816	1	0.0001171921
K00817	6761	0.7923356381
K00818	21	0.0024610336
K00819	3061	0.3587249502
K00820	8326	0.9757412399
K00821	6089	0.7135825618
K00822	125	0.0146490097
K00823	1553	0.1819992968
K00824	2433	0.2851283253
K00825	12	0.0014063049
K00826	7274	0.8524551740
K00827	135	0.0158209305
K00830	1070	0.1253955233
K00831	5895	0.6908472987
K00832	372	0.0435954529
K00833	2377	0.2785655690
K00835	124	0.0145318176
K00836	1858	0.2177428806
K00837	68	0.0079690613
K00838	0	0.0000000000
K00839	853	0.0999648424
K00840	4	0.0004687683
K00841	2953	0.3460682058
K00843	0	0.0000000000
K00844	101	0.0118363999
K00845	202	0.0236727997
K00846	0	0.0000000000
K00847	4402	0.5158795265
K00848	2604	0.3051681706
K00849	6381	0.7478026485
K00850	5093	0.5968592523
K00851	2596	0.3042306340
K00852	6457	0.7567092465
K00853	2245	0.2630962147
K00854	3156	0.3698581976
K00855	451	0.0528536271
K00856	77	0.0090237900
K00857	6031	0.7067854213
K00858	8442	0.9893355209
K00859	8422	0.9869916794
K00860	2182	0.2557131138
K00861	4	0.0004687683
K00862	419	0.0491034806
K00863	982	0.1150826204
K00864	7578	0.8880815657
K00865	7158	0.8388608930
K00866	8	0.0009375366
K00867	5180	0.6070549631
K00868	2693	0.3155982656
K00869	2653	0.3109105824
K00871	0	0.0000000000
K00872	7079	0.8296027189
K00873	8454	0.9907418259
K00874	3642	0.4268135474
K00875	31	0.0036329544
K00876	6162	0.7221375835
K00877	40	0.0046876831
K00878	4470	0.5238485878
K00879	113	0.0132427048
K00880	342	0.0400796906
K00881	81	0.0094925583
K00882	6175	0.7236610805
K00883	169	0.0198054612
K00884	72	0.0084378296
K00885	101	0.0118363999
K00886	3048	0.3572014532
K00887	4430	0.5191609047
K00888	0	0.0000000000
K00889	0	0.0000000000
K00891	4621	0.5415445916
K00892	2	0.0002343842
K00893	0	0.0000000000
K00894	53	0.0062111801
K00895	377	0.0441814133
K00897	2006	0.2350873081
K00898	0	0.0000000000
K00899	1259	0.1475448260
K00900	0	0.0000000000
K00901	2	0.0002343842
K00902	0	0.0000000000
K00903	3743	0.4386499473
K00904	0	0.0000000000
K00905	0	0.0000000000
K00906	3	0.0003515762
K00907	0	0.0000000000
K00908	0	0.0000000000
K00909	0	0.0000000000
K00910	0	0.0000000000
K00911	0	0.0000000000
K00912	128	0.0150005860
K00913	0	0.0000000000
K00914	0	0.0000000000
K00915	10	0.0011719208
K00916	0	0.0000000000
K00917	3275	0.3838040548
K00918	181	0.0212117661
K00919	7211	0.8450720731
K00920	0	0.0000000000
K00921	0	0.0000000000
K00922	0	0.0000000000
K00923	0	0.0000000000
K00924	9	0.0010547287
K00925	7978	0.9349583968
K00926	3087	0.3617719442
K00927	8520	0.9984765030
K00928	8132	0.9530059768
K00929	1624	0.1903199344
K00930	6224	0.7294034923
K00931	7120	0.8344075940
K00932	0	0.0000000000
K00933	1	0.0001171921
K00934	0	0.0000000000
K00936	3752	0.4397046760
K00937	5512	0.6459627329
K00938	2627	0.3078635884
K00939	8297	0.9723426696
K00940	6250	0.7324504863
K00941	7320	0.8578460096
K00942	8484	0.9942575882
K00943	8051	0.9435134185
K00944	268	0.0314074769
K00945	6590	0.7722957928
K00946	3565	0.4177897574
K00947	22	0.0025782257
K00948	8518	0.9982421188
K00949	5376	0.6300246103
K00950	4340	0.5086136177
K00951	156	0.0182819641
K00952	57	0.0066799484
K00953	9	0.0010547287
K00954	8387	0.9828899566
K00955	1064	0.1246923708
K00956	1933	0.2265322864
K00957	2644	0.3098558537
K00958	1636	0.1917262393
K00960	0	0.0000000000
K00962	7861	0.9212469237
K00963	3834	0.4493144263
K00965	4729	0.5542013360
K00966	1688	0.1978202274
K00967	8	0.0009375366
K00968	11	0.0012891129
K00969	8472	0.9928512833
K00970	3472	0.4068908942
K00971	1911	0.2239540607
K00972	42	0.0049220673
K00973	6760	0.7922184460
K00974	5145	0.6029532404
K00975	6130	0.7183874370
K00976	0	0.0000000000
K00977	0	0.0000000000
K00978	1533	0.1796554553
K00979	351	0.0411344193
K00980	2669	0.3127856557
K00981	8425	0.9873432556
K00982	3121	0.3657564749
K00983	1288	0.1509433962
K00984	876	0.1026602602
K00985	0	0.0000000000
K00986	3468	0.4064221259
K00987	0	0.0000000000
K00988	138	0.0161725067
K00989	5211	0.6106879175
K00990	2379	0.2787999531
K00991	5206	0.6101019571
K00992	125	0.0146490097
K00993	155	0.0181647721
K00994	1	0.0001171921
K00995	1011	0.1184811907
K00996	106	0.0124223602
K00997	7268	0.8517520216
K00998	3	0.0003515762
K00999	17	0.0019922653
K01000	8381	0.9821868042
K01001	0	0.0000000000
K01002	410	0.0480487519
K01003	50	0.0058596039
K01004	222	0.0260166413
K01005	8295	0.9721082855
K01006	4087	0.4789640220
K01007	2525	0.2959099965
K01008	2558	0.2997773351
K01009	1073	0.1257470995
K01011	4219	0.4944333763
K01012	4611	0.5403726708
K01013	126	0.0147662018
K01014	233	0.0273057541
K01015	1	0.0001171921
K01016	60	0.0070315247
K01017	15	0.0017578812
K01019	22	0.0025782257
K01020	96	0.0112504395
K01021	287	0.0336341263
K01022	80	0.0093753662
K01023	1387	0.1625454119
K01024	72	0.0084378296
K01025	9	0.0010547287
K01026	952	0.1115668581
K01027	503	0.0589476151
K01028	2180	0.2554787296
K01029	2218	0.2599320286
K01031	600	0.0703152467
K01032	525	0.0615258409
K01034	998	0.1169576937
K01035	861	0.1009023790
K01039	1602	0.1877417087
K01040	1596	0.1870385562
K01041	1047	0.1227001055
K01042	1772	0.2076643619
K01043	105	0.0123051682
K01044	50	0.0058596039
K01045	19	0.0022266495
K01046	5603	0.6566272120
K01047	260	0.0304699402
K01048	2270	0.2660260166
K01049	148	0.0173444275
K01050	30	0.0035157623
K01051	999	0.1170748857
K01052	109	0.0127739365
K01053	1551	0.1817649127
K01054	5265	0.6170162897
K01055	6564	0.7692487988
K01056	8479	0.9936716278
K01057	3153	0.3695066214
K01058	4	0.0004687683
K01059	0	0.0000000000
K01060	2518	0.2950896519
K01061	3092	0.3623579046
K01062	520	0.0609398805
K01063	2	0.0002343842
K01064	0	0.0000000000
K01065	0	0.0000000000
K01066	252	0.0295324036
K01067	0	0.0000000000
K01068	117	0.0137114731
K01069	7623	0.8933552092
K01070	241	0.0282432908
K01071	9	0.0010547287
K01073	2627	0.3078635884
K01074	4	0.0004687683
K01075	239	0.0280089066
K01076	41	0.0048048752
K01077	1301	0.1524668932
K01078	1	0.0001171921
K01079	3975	0.4658385093
K01080	0	0.0000000000
K01081	15	0.0017578812
K01082	1455	0.1705144732
K01083	443	0.0519160905
K01084	0	0.0000000000
K01085	42	0.0049220673
K01086	174	0.0203914215
K01087	2293	0.2687214344
K01089	19	0.0022266495
K01090	4	0.0004687683
K01091	7301	0.8556193601
K01092	6789	0.7956170163
K01093	4	0.0004687683
K01094	0	0.0000000000
K01095	1475	0.1728583148
K01096	328	0.0384390015
K01097	2	0.0002343842
K01098	0	0.0000000000
K01099	0	0.0000000000
K01100	0	0.0000000000
K01101	6	0.0007031525
K01102	0	0.0000000000
K01103	1	0.0001171921
K01104	4079	0.4780264854
K01106	0	0.0000000000
K01107	0	0.0000000000
K01108	0	0.0000000000
K01109	0	0.0000000000
K01110	1	0.0001171921
K01111	1	0.0001171921
K01112	0	0.0000000000
K01113	1940	0.2273526310
K01114	1252	0.1467244814
K01115	558	0.0653931794
K01116	0	0.0000000000
K01117	538	0.0630493379
K01118	3817	0.4473221610
K01119	3162	0.3705613501
K01120	4	0.0004687683
K01121	24	0.0028126099
K01122	3	0.0003515762
K01123	92	0.0107816712
K01124	6	0.0007031525
K01125	2493	0.2921598500
K01126	7722	0.9049572249
K01127	436	0.0510957459
K01128	0	0.0000000000
K01129	4912	0.5756474862
K01130	893	0.1046525255
K01131	1	0.0001171921
K01132	1	0.0001171921
K01133	1765	0.2068440173
K01134	1498	0.1755537326
K01135	134	0.0157037384
