KOs	KO_count	KO_frequency
K00507	0	0.0000000000
K00508	0	0.0000000000
K00509	0	0.0000000000
K00510	0	0.0000000000
K00511	0	0.0000000000
K00512	0	0.0000000000
K00513	0	0.0000000000
K00514	0	0.0000000000
K00515	2	0.0166666667
K00516	0	0.0000000000
K00517	0	0.0000000000
K00518	7	0.0583333333
K00520	62	0.5166666667
K00521	1	0.0083333333
K00522	0	0.0000000000
K00523	13	0.1083333333
K00524	0	0.0000000000
K00525	113	0.9416666667
K00526	4	0.0333333333
K00527	0	0.0000000000
K00528	0	0.0000000000
K00529	15	0.1250000000
K00530	0	0.0000000000
K00531	9	0.0750000000
K00532	0	0.0000000000
K00533	60	0.5000000000
K00534	57	0.4750000000
K00537	9	0.0750000000
K00540	0	0.0000000000
K00541	0	0.0000000000
K00542	0	0.0000000000
K00543	0	0.0000000000
K00544	0	0.0000000000
K00545	5	0.0416666667
K00546	0	0.0000000000
K00547	13	0.1083333333
K00548	100	0.8333333333
K00549	61	0.5083333333
K00550	0	0.0000000000
K00551	0	0.0000000000
K00552	0	0.0000000000
K00553	0	0.0000000000
K00554	120	1.0000000000
K00555	0	0.0000000000
K00556	88	0.7333333333
K00557	0	0.0000000000
K00558	47	0.3916666667
K00559	0	0.0000000000
K00560	15	0.1250000000
K00561	5	0.0416666667
K00562	0	0.0000000000
K00563	0	0.0000000000
K00564	3	0.0250000000
K00565	0	0.0000000000
K00566	120	1.0000000000
K00567	111	0.9250000000
K00568	102	0.8500000000
K00569	0	0.0000000000
K00570	23	0.1916666667
K00571	43	0.3583333333
K00572	0	0.0000000000
K00573	119	0.9916666667
K00574	52	0.4333333333
K00575	114	0.9500000000
K00577	0	0.0000000000
K00578	0	0.0000000000
K00579	0	0.0000000000
K00580	0	0.0000000000
K00581	0	0.0000000000
K00582	0	0.0000000000
K00583	0	0.0000000000
K00584	0	0.0000000000
K00586	0	0.0000000000
K00587	12	0.1000000000
K00588	13	0.1083333333
K00589	0	0.0000000000
K00590	7	0.0583333333
K00591	3	0.0250000000
K00592	0	0.0000000000
K00594	0	0.0000000000
K00595	103	0.8583333333
K00596	0	0.0000000000
K00597	0	0.0000000000
K00598	40	0.3333333333
K00599	0	0.0000000000
K00600	120	1.0000000000
K00601	0	0.0000000000
K00602	120	1.0000000000
K00603	4	0.0333333333
K00604	120	1.0000000000
K00605	102	0.8500000000
K00606	111	0.9250000000
K00607	0	0.0000000000
K00608	0	0.0000000000
K00609	120	1.0000000000
K00610	1	0.0083333333
K00611	120	1.0000000000
K00612	27	0.2250000000
K00613	1	0.0083333333
K00614	0	0.0000000000
K00615	97	0.8083333333
K00616	9	0.0750000000
K00617	79	0.6583333333
K00618	0	0.0000000000
K00619	115	0.9583333333
K00620	120	1.0000000000
K00621	0	0.0000000000
K00622	0	0.0000000000
K00623	0	0.0000000000
K00624	0	0.0000000000
K00625	2	0.0166666667
K00626	25	0.2083333333
K00627	27	0.2250000000
K00628	0	0.0000000000
K00629	0	0.0000000000
K00630	0	0.0000000000
K00631	16	0.1333333333
K00632	23	0.1916666667
K00633	43	0.3583333333
K00634	46	0.3833333333
K00635	0	0.0000000000
K00637	0	0.0000000000
K00638	23	0.1916666667
K00639	23	0.1916666667
K00640	104	0.8666666667
K00641	37	0.3083333333
K00643	0	0.0000000000
K00645	119	0.9916666667
K00646	0	0.0000000000
K00647	37	0.3083333333
K00648	120	1.0000000000
K00649	0	0.0000000000
K00650	0	0.0000000000
K00651	23	0.1916666667
K00652	98	0.8166666667
K00653	0	0.0000000000
K00654	0	0.0000000000
K00655	120	1.0000000000
K00656	0	0.0000000000
K00657	13	0.1083333333
K00658	17	0.1416666667
K00659	1	0.0083333333
K00660	0	0.0000000000
K00661	84	0.7000000000
K00662	8	0.0666666667
K00663	9	0.0750000000
K00664	0	0.0000000000
K00665	0	0.0000000000
K00666	101	0.8416666667
K00667	0	0.0000000000
K00668	1	0.0083333333
K00669	1	0.0083333333
K00670	0	0.0000000000
K00671	0	0.0000000000
K00672	0	0.0000000000
K00673	3	0.0250000000
K00674	0	0.0000000000
K00675	6	0.0500000000
K00677	92	0.7666666667
K00678	0	0.0000000000
K00679	0	0.0000000000
K00680	0	0.0000000000
K00681	27	0.2250000000
K00682	14	0.1166666667
K00683	0	0.0000000000
K00684	101	0.8416666667
K00685	0	0.0000000000
K00686	0	0.0000000000
K00687	0	0.0000000000
K00688	59	0.4916666667
K00689	0	0.0000000000
K00690	0	0.0000000000
K00691	0	0.0000000000
K00692	3	0.0250000000
K00693	0	0.0000000000
K00694	44	0.3666666667
K00695	5	0.0416666667
K00696	13	0.1083333333
K00697	32	0.2666666667
K00698	0	0.0000000000
K00699	0	0.0000000000
K00700	91	0.7583333333
K00701	7	0.0583333333
K00702	0	0.0000000000
K00703	86	0.7166666667
K00704	0	0.0000000000
K00705	75	0.6250000000
K00706	0	0.0000000000
K00709	0	0.0000000000
K00710	0	0.0000000000
K00712	4	0.0333333333
K00713	1	0.0083333333
K00714	0	0.0000000000
K00715	0	0.0000000000
K00716	0	0.0000000000
K00717	1	0.0083333333
K00718	8	0.0666666667
K00719	0	0.0000000000
K00720	37	0.3083333333
K00721	53	0.4416666667
K00722	1	0.0083333333
K00725	1	0.0083333333
K00726	1	0.0083333333
K00727	0	0.0000000000
K00728	15	0.1250000000
K00729	10	0.0833333333
K00730	0	0.0000000000
K00731	0	0.0000000000
K00733	0	0.0000000000
K00734	0	0.0000000000
K00735	0	0.0000000000
K00736	0	0.0000000000
K00737	1	0.0083333333
K00738	0	0.0000000000
K00739	0	0.0000000000
K00741	0	0.0000000000
K00742	0	0.0000000000
K00743	0	0.0000000000
K00744	0	0.0000000000
K00746	0	0.0000000000
K00747	0	0.0000000000
K00748	92	0.7666666667
K00749	0	0.0000000000
K00750	0	0.0000000000
K00752	12	0.1000000000
K00753	0	0.0000000000
K00754	116	0.9666666667
K00756	2	0.0166666667
K00757	11	0.0916666667
K00758	1	0.0083333333
K00759	38	0.3166666667
K00760	60	0.5000000000
K00761	93	0.7750000000
K00762	120	1.0000000000
K00763	45	0.3750000000
K00764	120	1.0000000000
K00765	117	0.9750000000
K00766	95	0.7916666667
K00767	119	0.9916666667
K00768	108	0.9000000000
K00769	54	0.4500000000
K00770	0	0.0000000000
K00771	0	0.0000000000
K00772	35	0.2916666667
K00773	120	1.0000000000
K00774	0	0.0000000000
K00775	0	0.0000000000
K00776	0	0.0000000000
K00777	0	0.0000000000
K00778	0	0.0000000000
K00779	0	0.0000000000
K00780	0	0.0000000000
K00781	0	0.0000000000
K00782	101	0.8416666667
K00783	104	0.8666666667
K00784	74	0.6166666667
K00785	0	0.0000000000
K00786	1	0.0083333333
K00787	0	0.0000000000
K00788	115	0.9583333333
K00789	120	1.0000000000
K00790	120	1.0000000000
K00791	120	1.0000000000
K00793	119	0.9916666667
K00794	119	0.9916666667
K00795	96	0.8000000000
K00796	115	0.9583333333
K00797	84	0.7000000000
K00798	9	0.0750000000
K00799	1	0.0083333333
K00800	108	0.9000000000
K00801	0	0.0000000000
K00802	0	0.0000000000
K00803	9	0.0750000000
K00804	0	0.0000000000
