KOs	KO_count	KO_frequency
K00632	7478	0.8585533869
K00633	687	0.0788748565
K00634	749	0.0859931114
K00635	1131	0.1298507463
K00637	3	0.0003444317
K00638	1980	0.2273249139
K00639	4124	0.4734787600
K00640	8097	0.9296211251
K00641	5687	0.6529276693
K00643	2375	0.2726750861
K00645	8690	0.9977037887
K00646	118	0.0135476464
K00647	3966	0.4553386912
K00648	7906	0.9076923077
K00649	0	0.0000000000
K00650	49	0.0056257176
K00651	3348	0.3843857635
K00652	7243	0.8315729047
K00653	0	0.0000000000
K00654	0	0.0000000000
K00655	8341	0.9576349024
K00656	2435	0.2795637199
K00657	4628	0.5313432836
K00658	8611	0.9886337543
K00659	519	0.0595866820
K00660	0	0.0000000000
K00661	4832	0.5547646383
K00662	371	0.0425947187
K00663	1282	0.1471871412
K00664	0	0.0000000000
K00665	19	0.0021814007
K00666	7871	0.9036739380
K00667	0	0.0000000000
K00668	23	0.0026406429
K00669	352	0.0404133180
K00670	2	0.0002296211
K00671	0	0.0000000000
K00672	406	0.0466130884
K00673	4375	0.5022962113
K00674	8191	0.9404133180
K00675	3092	0.3549942595
K00677	8247	0.9468427095
K00678	122	0.0140068886
K00679	1	0.0001148106
K00680	161	0.0184845006
K00681	7640	0.8771526980
K00682	674	0.0773823192
K00683	14	0.0016073479
K00684	8191	0.9404133180
K00685	0	0.0000000000
K00686	173	0.0198622273
K00687	0	0.0000000000
K00688	5267	0.6047072331
K00689	4	0.0004592423
K00690	194	0.0222732491
K00691	149	0.0171067738
K00692	720	0.0826636051
K00693	0	0.0000000000
K00694	3892	0.4468427095
K00695	71	0.0081515499
K00696	454	0.0521239954
K00697	3893	0.4469575201
K00698	27	0.0030998852
K00699	2	0.0002296211
K00700	6134	0.7042479908
K00701	502	0.0576349024
K00702	100	0.0114810563
K00703	5767	0.6621125144
K00704	0	0.0000000000
K00705	5313	0.6099885189
K00706	0	0.0000000000
K00709	0	0.0000000000
K00710	522	0.0599311137
K00712	311	0.0357060850
K00713	185	0.0212399541
K00714	0	0.0000000000
K00715	23	0.0026406429
K00716	5	0.0005740528
K00717	15	0.0017221584
K00718	157	0.0180252583
K00719	0	0.0000000000
K00720	1330	0.1526980482
K00721	3186	0.3657864524
K00722	6	0.0006888634
K00725	16	0.0018369690
K00726	34	0.0039035591
K00727	554	0.0636050517
K00728	540	0.0619977038
K00729	55	0.0063145809
K00730	0	0.0000000000
K00731	0	0.0000000000
K00733	30	0.0034443169
K00734	1	0.0001148106
K00735	0	0.0000000000
K00736	0	0.0000000000
K00737	248	0.0284730195
K00738	0	0.0000000000
K00739	0	0.0000000000
K00741	0	0.0000000000
K00742	7	0.0008036739
K00743	0	0.0000000000
K00744	0	0.0000000000
K00746	1	0.0001148106
K00747	0	0.0000000000
K00748	8203	0.9417910448
K00749	0	0.0000000000
K00750	381	0.0437428243
K00752	22	0.0025258324
K00753	0	0.0000000000
K00754	7425	0.8524684271
K00756	52	0.0059701493
K00757	27	0.0030998852
K00758	3598	0.4130884041
K00759	7726	0.8870264064
K00760	3531	0.4053960964
K00761	7676	0.8812858783
K00762	8638	0.9917336395
K00763	7215	0.8283582090
K00764	8643	0.9923076923
K00765	8354	0.9591274397
K00766	7971	0.9151549943
K00767	7614	0.8741676234
K00768	5976	0.6861079219
K00769	3882	0.4456946039
K00770	0	0.0000000000
K00771	50	0.0057405281
K00772	1476	0.1694603904
K00773	8671	0.9955223881
K00774	0	0.0000000000
K00775	0	0.0000000000
K00776	0	0.0000000000
K00777	0	0.0000000000
K00778	2	0.0002296211
K00779	0	0.0000000000
K00780	14	0.0016073479
K00781	1	0.0001148106
K00782	2684	0.3081515499
K00783	8592	0.9864523536
K00784	4053	0.4653272101
K00785	291	0.0334098737
K00786	15	0.0017221584
K00787	0	0.0000000000
K00788	5894	0.6766934558
K00789	8687	0.9973593571
K00790	8679	0.9964408726
K00791	8671	0.9955223881
K00793	8579	0.9849598163
K00794	8647	0.9927669346
K00795	8624	0.9901262916
K00796	8323	0.9555683123
K00797	6726	0.7722158439
K00798	6098	0.7001148106
K00799	7942	0.9118254879
K00800	4681	0.5374282434
K00801	510	0.0585533869
K00802	2	0.0002296211
K00803	1028	0.1180252583
K00804	25	0.0028702641
K00805	3	0.0003444317
K00806	8608	0.9882893226
K00807	398	0.0456946039
K00808	1420	0.1630309989
K00809	283	0.0324913892
K00810	0	0.0000000000
K00811	0	0.0000000000
K00812	4645	0.5332950631
K00813	4513	0.5181400689
K00814	1	0.0001148106
K00815	0	0.0000000000
K00816	0	0.0000000000
K00817	8489	0.9746268657
K00818	2	0.0002296211
K00819	650	0.0746268657
K00820	8659	0.9941446613
