KOs	KO_count	KO_frequency
K00971	526	0.1064346418
K00972	42	0.0084985836
K00973	3602	0.7288547147
K00974	4776	0.9664103602
K00975	3374	0.6827195467
K00976	0	0.0000000000
K00977	0	0.0000000000
K00978	714	0.1444759207
K00979	255	0.0515985431
K00980	1829	0.3700930797
K00981	4898	0.9910967220
K00982	3	0.0006070417
K00983	1243	0.2515176042
K00984	566	0.1145285310
K00985	0	0.0000000000
K00986	2472	0.5002023472
K00987	0	0.0000000000
K00988	4	0.0008093889
K00989	1906	0.3856738163
K00990	295	0.0596924322
K00991	2629	0.5319708620
K00992	17	0.0034399029
K00993	0	0.0000000000
K00994	0	0.0000000000
K00995	93	0.0188182922
K00996	104	0.0210441117
K00997	4237	0.8573452044
K00998	0	0.0000000000
K00999	1	0.0002023472
K01000	4934	0.9983812222
K01001	0	0.0000000000
K01002	339	0.0685957102
K01003	15	0.0030352084
K01004	1	0.0002023472
K01005	4917	0.9949413193
K01006	2459	0.4975718333
K01007	1520	0.3075677863
K01008	1436	0.2905706192
K01009	322	0.0651558074
K01011	1321	0.2673006880
K01012	2337	0.4728854715
K01013	44	0.0089032780
K01014	5	0.0010117361
K01015	0	0.0000000000
K01016	32	0.0064751113
K01017	1	0.0002023472
K01019	20	0.0040469446
K01020	1	0.0002023472
K01021	99	0.0200323756
K01022	15	0.0030352084
K01023	822	0.1663294213
K01024	5	0.0010117361
K01025	3	0.0006070417
K01026	845	0.1709834075
K01027	244	0.0493727236
K01028	613	0.1240388507
K01029	594	0.1201942533
K01031	78	0.0157830838
K01032	3	0.0006070417
K01034	991	0.2005261028
K01035	855	0.1730068798
K01039	173	0.0350060704
K01040	173	0.0350060704
K01041	50	0.0101173614
K01042	751	0.1519627681
K01043	39	0.0078915419
K01044	1	0.0002023472
K01045	3	0.0006070417
K01046	2821	0.5708215297
K01047	219	0.0443140429
K01048	1038	0.2100364225
K01049	16	0.0032375556
K01050	7	0.0014164306
K01051	558	0.1129097531
K01052	1	0.0002023472
K01053	159	0.0321732092
K01054	2789	0.5643464185
K01055	3294	0.6665317685
K01056	4925	0.9965600971
K01057	61	0.0123431809
K01058	0	0.0000000000
K01059	0	0.0000000000
K01060	1318	0.2666936463
K01061	591	0.1195872117
K01062	296	0.0598947794
K01063	0	0.0000000000
K01064	0	0.0000000000
K01065	0	0.0000000000
K01066	73	0.0147713476
K01067	0	0.0000000000
K01068	14	0.0028328612
K01069	4423	0.8949817887
K01070	167	0.0337919870
K01071	8	0.0016187778
K01073	2069	0.4186564144
K01074	2	0.0004046945
K01075	118	0.0238769729
K01076	9	0.0018211251
K01077	994	0.2011331445
K01078	0	0.0000000000
K01079	1028	0.2080129502
K01080	0	0.0000000000
K01081	6	0.0012140834
K01082	58	0.0117361392
K01083	119	0.0240793201
K01084	0	0.0000000000
K01085	25	0.0050586807
K01086	1	0.0002023472
K01087	28	0.0056657224
K01089	3	0.0006070417
K01090	4	0.0008093889
K01091	4130	0.8356940510
K01092	3609	0.7302711453
K01093	0	0.0000000000
K01094	0	0.0000000000
K01095	1464	0.2962363416
K01096	151	0.0305544314
K01097	2	0.0004046945
K01098	0	0.0000000000
K01099	0	0.0000000000
K01100	0	0.0000000000
K01101	5	0.0010117361
K01102	0	0.0000000000
K01103	1	0.0002023472
K01104	1646	0.3330635370
K01106	0	0.0000000000
K01107	0	0.0000000000
K01108	0	0.0000000000
K01109	0	0.0000000000
K01110	0	0.0000000000
K01111	0	0.0000000000
K01112	0	0.0000000000
K01113	259	0.0524079320
K01114	50	0.0101173614
K01115	5	0.0010117361
K01116	0	0.0000000000
K01117	209	0.0422905706
K01118	2440	0.4937272359
K01119	2335	0.4724807770
K01120	1	0.0002023472
K01121	23	0.0046539862
K01122	0	0.0000000000
K01123	3	0.0006070417
K01124	0	0.0000000000
K01125	1759	0.3559287738
K01126	4451	0.9006475111
K01127	5	0.0010117361
K01128	0	0.0000000000
K01129	1630	0.3298259814
K01130	548	0.1108862809
K01131	0	0.0000000000
K01132	0	0.0000000000
K01133	488	0.0987454472
K01134	167	0.0337919870
K01135	3	0.0006070417
K01136	0	0.0000000000
K01137	1	0.0002023472
K01138	283	0.0572642655
K01139	4935	0.9985835694
K01141	0	0.0000000000
K01142	3939	0.7970457305
K01143	11	0.0022258195
K01146	0	0.0000000000
K01147	0	0.0000000000
K01148	0	0.0000000000
K01149	0	0.0000000000
