KOs	KO_count	KO_frequency
K00650	40	0.0120882442
K00651	372	0.1124206709
K00652	1921	0.5805379269
K00653	0	0.0000000000
K00654	0	0.0000000000
K00655	3283	0.9921426413
K00656	920	0.2780296162
K00657	1807	0.5460864309
K00658	273	0.0825022665
K00659	182	0.0550015110
K00660	1	0.0003022061
K00661	2602	0.7863402841
K00662	542	0.1637957087
K00663	1059	0.3200362647
K00664	0	0.0000000000
K00665	1	0.0003022061
K00666	2960	0.8945300695
K00667	1	0.0003022061
K00668	282	0.0852221215
K00669	37	0.0111816259
K00670	1	0.0003022061
K00671	0	0.0000000000
K00672	0	0.0000000000
K00673	4	0.0012088244
K00674	3013	0.9105469930
K00675	1037	0.3133877304
K00677	113	0.0341492898
K00678	0	0.0000000000
K00679	0	0.0000000000
K00680	21	0.0063463282
K00681	2123	0.6415835600
K00682	1672	0.5052886068
K00683	2	0.0006044122
K00684	328	0.0991236023
K00685	0	0.0000000000
K00686	2	0.0006044122
K00687	0	0.0000000000
K00688	1015	0.3067391961
K00689	123	0.0371713509
K00690	223	0.0673919613
K00691	3	0.0009066183
K00692	161	0.0486551828
K00693	0	0.0000000000
K00694	750	0.2266545784
K00695	2	0.0006044122
K00696	6	0.0018132366
K00697	2721	0.8223028105
K00698	0	0.0000000000
K00699	0	0.0000000000
K00700	2984	0.9017830160
K00701	579	0.1749773345
K00702	131	0.0395889997
K00703	158	0.0477485645
K00704	0	0.0000000000
K00705	2236	0.6757328498
K00706	0	0.0000000000
K00709	0	0.0000000000
K00710	952	0.2877002115
K00712	767	0.2317920822
K00713	6	0.0018132366
K00714	0	0.0000000000
K00715	0	0.0000000000
K00716	0	0.0000000000
K00717	2	0.0006044122
K00718	52	0.0157147174
K00719	0	0.0000000000
K00720	20	0.0060441221
K00721	3124	0.9440918707
K00722	1	0.0003022061
K00725	14	0.0042308855
K00726	4	0.0012088244
K00727	30	0.0090661831
K00728	3026	0.9144756724
K00729	329	0.0994258084
K00730	0	0.0000000000
K00731	0	0.0000000000
K00733	2	0.0006044122
K00734	0	0.0000000000
K00735	0	0.0000000000
K00736	0	0.0000000000
K00737	8	0.0024176488
K00738	0	0.0000000000
K00739	0	0.0000000000
K00741	0	0.0000000000
K00742	0	0.0000000000
K00743	0	0.0000000000
K00744	0	0.0000000000
K00746	0	0.0000000000
K00747	0	0.0000000000
K00748	16	0.0048352977
K00749	0	0.0000000000
K00750	23	0.0069507404
K00752	271	0.0818978543
K00753	0	0.0000000000
K00754	1630	0.4925959504
K00756	66	0.0199456029
K00757	6	0.0018132366
K00758	2732	0.8256270777
K00759	3133	0.9468117256
K00760	3	0.0009066183
K00761	3267	0.9873073436
K00762	3241	0.9794499849
K00763	3269	0.9879117558
K00764	3267	0.9873073436
K00765	3116	0.9416742218
K00766	3049	0.9214264128
K00767	2695	0.8144454518
K00768	2044	0.6177092777
K00769	14	0.0042308855
K00770	21	0.0063463282
K00771	15	0.0045330916
K00772	1586	0.4792988818
K00773	1479	0.4469628286
K00774	0	0.0000000000
K00775	0	0.0000000000
K00776	8	0.0024176488
K00777	1	0.0003022061
K00778	0	0.0000000000
K00779	0	0.0000000000
K00780	0	0.0000000000
K00781	1	0.0003022061
K00782	1641	0.4959202176
K00783	359	0.1084919915
K00784	2529	0.7642792384
K00785	0	0.0000000000
K00786	2	0.0006044122
K00787	0	0.0000000000
K00788	2799	0.8458748867
K00789	3299	0.9969779390
K00790	3305	0.9987911756
K00791	3292	0.9948624962
K00793	2795	0.8446660623
K00794	2838	0.8576609248
K00795	25	0.0075551526
K00796	3232	0.9767301299
K00797	2695	0.8144454518
K00798	1910	0.5772136597
K00799	36	0.0108794198
K00800	3264	0.9864007253
K00801	19	0.0057419160
K00802	0	0.0000000000
K00803	1610	0.4865518283
K00804	0	0.0000000000
K00805	1	0.0003022061
K00806	452	0.1365971593
K00807	6	0.0018132366
K00808	28	0.0084617709
K00809	3	0.0009066183
K00810	0	0.0000000000
K00811	0	0.0000000000
K00812	2175	0.6572982774
K00813	51	0.0154125113
K00814	0	0.0000000000
K00815	1	0.0003022061
K00816	0	0.0000000000
K00817	3259	0.9848896948
K00818	2	0.0006044122
K00819	1711	0.5170746449
K00820	3292	0.9948624962
K00821	3086	0.9326080387
K00822	116	0.0350559081
K00823	1178	0.3559987912
K00824	353	0.1066787549
K00825	10	0.0030220610
K00826	3263	0.9860985192
K00827	3	0.0009066183
K00830	398	0.1202780296
K00831	3145	0.9504381989
K00832	21	0.0063463282
K00833	1892	0.5717739498
K00835	18	0.0054397099
K00836	1362	0.4116047144
K00837	6	0.0018132366
K00838	0	0.0000000000
K00839	274	0.0828044727
K00840	3	0.0009066183
K00841	36	0.0108794198
K00843	0	0.0000000000
K00844	0	0.0000000000
K00845	38	0.0114838320
K00846	0	0.0000000000
K00847	2499	0.7552130553
K00848	1248	0.3771532185
K00849	2845	0.8597763675
K00850	355	0.1072831671
K00851	2455	0.7419159867
K00852	2893	0.8742822605
K00853	683	0.2064067694
K00854	2308	0.6974916893
K00855	211	0.0637654881
K00856	5	0.0015110305
K00857	1764	0.5330915684
K00858	3292	0.9948624962
K00859	3274	0.9894227863
K00860	901	0.2722877002
K00861	4	0.0012088244
K00862	362	0.1093986099
K00863	230	0.0695074040
K00864	3115	0.9413720157
K00865	3061	0.9250528861
K00866	0	0.0000000000
K00867	2834	0.8564521003
K00868	965	0.2916288909
K00869	342	0.1033544878
K00871	0	0.0000000000
K00872	3214	0.9712904201
K00873	3270	0.9882139619
K00874	1564	0.4726503475
K00875	10	0.0030220610
K00876	1392	0.4206708976
K00877	36	0.0108794198
K00878	964	0.2913266848
K00879	82	0.0247809006
K00880	93	0.0281051677
K00881	13	0.0039286794
K00882	1916	0.5790268963
K00883	73	0.0220610456
K00884	29	0.0087639770
K00885	5	0.0015110305
K00886	3009	0.9093381686
K00887	177	0.0534904805
K00888	0	0.0000000000
K00889	0	0.0000000000
K00891	797	0.2408582653
K00892	2	0.0006044122
K00893	0	0.0000000000
K00894	12	0.0036264733
K00895	330	0.0997280145
K00897	1411	0.4264128135
K00898	0	0.0000000000
K00899	192	0.0580235721
K00900	0	0.0000000000
K00901	1	0.0003022061
K00902	0	0.0000000000
K00903	111	0.0335448776
K00904	0	0.0000000000
K00905	0	0.0000000000
K00906	3	0.0009066183
K00907	0	0.0000000000
K00908	0	0.0000000000
K00909	0	0.0000000000
K00910	0	0.0000000000
K00911	0	0.0000000000
K00912	15	0.0045330916
K00913	0	0.0000000000
